Symbol,PriceUSD,VolumeUSD,ChangePct,SnapshotUTC
BTC,107115.06041329628,76748681445,-2.4,2025-11-04T01:47:13+00:00
ETH,3642.4087086710624,48492925543,-5.2,2025-11-04T01:47:13+00:00
USDT,0.9999898325924936,144543495413,-0.0,2025-11-04T01:47:13+00:00
XRP,2.3427830583993843,6209033894,-6.2,2025-11-04T01:47:13+00:00
BNB,998.0090110329267,3984770900,-7.1,2025-11-04T01:47:13+00:00
SOL,167.8022519654164,9826686309,-9.9,2025-11-04T01:47:13+00:00
USDC,0.9999855130790141,17806449609,0.0,2025-11-04T01:47:13+00:00
TRX,0.2826780361383259,1553349403,-4.9,2025-11-04T01:47:13+00:00
DOGE,0.16978053125881482,3496574012,-7.4,2025-11-04T01:47:13+00:00
ADA,0.5581797049230873,1484875757,-6.9,2025-11-04T01:47:13+00:00
HYPE,39.84362921025122,788470154,-5.6,2025-11-04T01:47:13+00:00
LINK,15.395186267690598,1372281176,-10.0,2025-11-04T01:47:13+00:00
BCH,509.3007417026553,370672288,-4.6,2025-11-04T01:47:13+00:00
USDE,0.9992305575755284,291796064,0.0,2025-11-04T01:47:13+00:00
XLM,0.2822849508135439,328194693,-6.1,2025-11-04T01:47:13+00:00
LEO,9.525768811680765,942084,-0.9,2025-11-04T01:47:13+00:00
SUI,2.0958154296048077,1413649762,-9.0,2025-11-04T01:47:13+00:00
HBAR,0.17760625715847989,406327447,-7.0,2025-11-04T01:47:13+00:00
AVAX,16.85008177229523,807460753,-8.2,2025-11-04T01:47:13+00:00
ZEC,429.7523870894642,1146032232,3.8,2025-11-04T01:47:13+00:00
LTC,88.8880885163019,1010813069,-9.3,2025-11-04T01:47:13+00:00
XMR,342.2114099968919,221856597,-0.5,2025-11-04T01:47:13+00:00
SHIB,9.274552717624473e-06,226485835,-7.2,2025-11-04T01:47:13+00:00
TON,2.0354560103482773,251117472,-10.6,2025-11-04T01:47:13+00:00
CRO,0.13272255436160052,36429350,-7.7,2025-11-04T01:47:13+00:00
DAI,0.999768655283667,166324256,-0.0,2025-11-04T01:47:13+00:00
TAO,458.88670464965287,592448220,-4.7,2025-11-04T01:47:13+00:00
DOT,2.6159418017682614,376272578,-10.3,2025-11-04T01:47:13+00:00
MNT,1.2529609554958467,220380825,-9.9,2025-11-04T01:47:13+00:00
M,2.351882655735431,13710325,1.3,2025-11-04T01:47:13+00:00
WLFI,0.11623795646761705,217210260,-11.9,2025-11-04T01:47:13+00:00
UNI,5.250134069791607,382722651,-8.7,2025-11-04T01:47:13+00:00
AAVE,203.01508408910234,400285827,-10.6,2025-11-04T01:47:13+00:00
USD1,0.9992392899029905,464678272,-0.0,2025-11-04T01:47:13+00:00
OKB,133.80559379294832,99837821,-4.5,2025-11-04T01:47:13+00:00
PYUSD,0.9986332019112247,165076443,-0.0,2025-11-04T01:47:13+00:00
BGB,3.83260417694826,125429778,-14.4,2025-11-04T01:47:13+00:00
NEAR,1.9233312430661749,308799309,-10.8,2025-11-04T01:47:13+00:00
PEPE,5.763218320054423e-06,691886863,-11.5,2025-11-04T01:47:13+00:00
ENA,0.3366604725488843,314064306,-7.2,2025-11-04T01:47:13+00:00
ETC,15.053147470929467,115849633,-6.1,2025-11-04T01:47:13+00:00
ICP,3.918884919191657,361854257,-5.1,2025-11-04T01:47:13+00:00
XAUT,3982.249823229131,302226118,-0.1,2025-11-04T01:47:13+00:00
APT,2.796346165426077,508763157,-15.3,2025-11-04T01:47:13+00:00
ONDO,0.6187352988319889,177235084,-9.3,2025-11-04T01:47:13+00:00
PI,0.23099152103593992,51180228,-6.7,2025-11-04T01:47:13+00:00
ASTER,0.9212482022664857,1531125472,-22.6,2025-11-04T01:47:13+00:00
POL,0.17117379623773768,120132230,-9.0,2025-11-04T01:47:13+00:00
WLD,0.7315176727766259,238363159,-11.3,2025-11-04T01:47:13+00:00
HTX,1.7763481752097237e-06,21546812,-3.3,2025-11-04T01:47:13+00:00
KCS,12.445269063177825,8895332,-6.5,2025-11-04T01:47:13+00:00
ARB,0.2661994781270416,272361660,-11.1,2025-11-04T01:47:13+00:00
DASH,116.3831909007878,1317135394,26.4,2025-11-04T01:47:13+00:00
TRUMP,7.196419649051379,1365353463,-4.4,2025-11-04T01:47:13+00:00
GT,12.180489665560088,11323218,-6.1,2025-11-04T01:47:13+00:00
ALGO,0.16177995747628798,115386079,-7.3,2025-11-04T01:47:13+00:00
PUMP,0.003891668755739759,360191055,-7.9,2025-11-04T01:47:13+00:00
PAXG,3982.8682957995807,186297440,-0.2,2025-11-04T01:47:13+00:00
IP,3.973191923433987,60513287,-5.6,2025-11-04T01:47:13+00:00
VET,0.014758780807996745,45789611,-7.3,2025-11-04T01:47:13+00:00
KAS,0.04717139972553733,62140185,-7.7,2025-11-04T01:47:13+00:00
SKY,0.053950193798074926,17421542,-2.7,2025-11-04T01:47:13+00:00
ATOM,2.510802383326622,151605833,-15.4,2025-11-04T01:47:13+00:00
JUP,0.36669785494344725,53102097,-7.2,2025-11-04T01:47:13+00:00
NEXO,1.0954048236798977,15064528,-1.9,2025-11-04T01:47:13+00:00
QNT,74.46653441315219,21893356,-5.4,2025-11-04T01:47:13+00:00
FLR,0.013857902706671836,15565456,-11.2,2025-11-04T01:47:13+00:00
MKR,1276.8426906799605,1020343,-2.3,2025-11-04T01:47:13+00:00
SEI,0.16842822690963324,147817574,-11.1,2025-11-04T01:47:13+00:00
RENDER,2.0284200807105504,86765553,-9.1,2025-11-04T01:47:13+00:00
FIL,1.4722118929253112,213820028,-11.1,2025-11-04T01:47:13+00:00
RLUSD,0.9999314292562191,134276524,0.0,2025-11-04T01:47:13+00:00
FDUSD,0.9975325183472394,5464340638,0.0,2025-11-04T01:47:13+00:00
PENGU,0.01566390792995887,244492413,-9.6,2025-11-04T01:47:13+00:00
MORPHO,1.8567047948066724,49094568,-8.9,2025-11-04T01:47:13+00:00
XDC,0.05419747781788774,46227325,-7.0,2025-11-04T01:47:13+00:00
BONK,1.2329169855833946e-05,233071297,-11.0,2025-11-04T01:47:13+00:00
VIRTUAL,1.435529204341296,578582132,-8.5,2025-11-04T01:47:13+00:00
IMX,0.45016425105203245,37742223,-9.2,2025-11-04T01:47:13+00:00
AERO,0.9141721327125478,80181108,-6.9,2025-11-04T01:47:13+00:00
CAKE,2.2525740360392685,152989396,-7.9,2025-11-04T01:47:13+00:00
FTN,1.7808951864969031,22317294,0.4,2025-11-04T01:47:13+00:00
SPX,0.7439287004024522,44213481,-10.9,2025-11-04T01:47:13+00:00
TIA,0.8224949024804299,103181970,-12.6,2025-11-04T01:47:13+00:00
STX,0.3776353789248228,27857344,-9.0,2025-11-04T01:47:13+00:00
OP,0.35909059704367824,206764464,-12.1,2025-11-04T01:47:13+00:00
LDO,0.7587776254438727,91132439,-12.0,2025-11-04T01:47:13+00:00
INJ,6.866202143704513,131072409,-9.6,2025-11-04T01:47:13+00:00
CRV,0.4342883406032066,153047284,-6.6,2025-11-04T01:47:13+00:00
GRT,0.057360932182434876,38158391,-9.3,2025-11-04T01:47:13+00:00
BDX,0.08067801590329739,10128806,-0.5,2025-11-04T01:47:13+00:00
FLOKI,6.139935140377193e-05,97639872,-10.1,2025-11-04T01:47:13+00:00
HEX,0.006124495972321817,2415668,-8.0,2025-11-04T01:47:13+00:00
XTZ,0.537265901555368,23210571,-5.3,2025-11-04T01:47:13+00:00
2Z,0.15942009766202356,28207503,-4.6,2025-11-04T01:47:13+00:00
FET,0.21135848371816093,136834738,-11.8,2025-11-04T01:47:13+00:00
KAIA,0.09391866448461118,35151637,-8.6,2025-11-04T01:47:13+00:00
PYTH,0.09519426275300048,45787859,-10.3,2025-11-04T01:47:13+00:00
DCR,31.591646761981472,67643917,69.4,2025-11-04T01:47:13+00:00
IOTA,0.12904847650359924,19288668,-7.0,2025-11-04T01:47:13+00:00
XPL,0.2717061055469885,435648961,4.8,2025-11-04T01:47:13+00:00
ETHFI,0.8764761586448446,124159982,-9.5,2025-11-04T01:47:13+00:00
TUSD,0.9983157318638785,23718403,0.2,2025-11-04T01:47:13+00:00
STRK,0.10796873370918982,139000308,-6.4,2025-11-04T01:47:13+00:00
TWT,1.167583166018157,39304923,-6.0,2025-11-04T01:47:13+00:00
AB,0.00563291531431648,14853189,-4.6,2025-11-04T01:47:13+00:00
CFX,0.09077695283500795,37096153,-9.6,2025-11-04T01:47:13+00:00
S,0.12344953446694021,111435101,-10.5,2025-11-04T01:47:13+00:00
PENDLE,2.7531194327638966,54970285,-7.8,2025-11-04T01:47:13+00:00
SYRUP,0.41464973586941695,44886307,-3.6,2025-11-04T01:47:13+00:00
ENS,13.587165194444879,61117664,-8.6,2025-11-04T01:47:13+00:00
SAND,0.1841147298861322,72040171,-9.3,2025-11-04T01:47:13+00:00
WIF,0.4493554067753749,216544792,-14.7,2025-11-04T01:47:13+00:00
BTT,4.544790490096569e-07,18669947,-4.3,2025-11-04T01:47:13+00:00
H,0.24425283350637036,42818266,-4.1,2025-11-04T01:47:13+00:00
PLS,2.781590977711278e-05,14139719,-5.4,2025-11-04T01:47:13+00:00
JASMY,0.009097599641864218,52814696,-8.3,2025-11-04T01:47:13+00:00
THETA,0.42882458991715544,39583055,-11.6,2025-11-04T01:47:13+00:00
GHO,0.999454953371386,14617503,-0.0,2025-11-04T01:47:13+00:00
BSV,21.29364943766112,14004072,-3.3,2025-11-04T01:47:13+00:00
USDD,0.999616360717502,2978881,0.1,2025-11-04T01:47:13+00:00
GALA,0.00895120045302663,109157257,-12.2,2025-11-04T01:47:13+00:00
SUN,0.021568391598861796,31963031,-2.9,2025-11-04T01:47:13+00:00
USDB,1.0064624103027255,1312311,2.5,2025-11-04T01:47:13+00:00
MANA,0.2123162507645606,41165553,-6.7,2025-11-04T01:47:13+00:00
ZK,0.05625717583980415,344876693,-3.2,2025-11-04T01:47:13+00:00
HNT,2.178181938993221,10081675,-7.1,2025-11-04T01:47:13+00:00
A,0.2513098276442835,54480363,-5.8,2025-11-04T01:47:13+00:00
NFT,4.0249005963583915e-07,41204646,-0.2,2025-11-04T01:47:13+00:00
FLOW,0.24420929721746837,22630360,-6.5,2025-11-04T01:47:13+00:00
RAY,1.4398896299871737,61186103,-11.3,2025-11-04T01:47:13+00:00
DEXE,6.710194178786719,8069287,-4.4,2025-11-04T01:47:13+00:00
PLSX,1.8177899417626743e-05,1381045,-6.5,2025-11-04T01:47:13+00:00
MYX,1.8655154357836687,32841218,-10.9,2025-11-04T01:47:13+00:00
NEO,4.976268898785694,36294742,-3.1,2025-11-04T01:47:13+00:00
ZEN,19.966501699573453,359526603,17.1,2025-11-04T01:47:13+00:00
JST,0.03537340428949823,52749049,1.1,2025-11-04T01:47:13+00:00
VSN,0.1030485809634127,2289626,-3.5,2025-11-04T01:47:13+00:00
ATH,0.024263055359153605,41640681,-14.4,2025-11-04T01:47:13+00:00
BORG,0.3481904414230278,3149172,-13.6,2025-11-04T01:47:13+00:00
APE,0.3722332066497709,39630170,-7.4,2025-11-04T01:47:13+00:00
MERL,0.31907054549600095,48957164,3.3,2025-11-04T01:47:13+00:00
EIGEN,0.76785166899221,100357111,-9.8,2025-11-04T01:47:13+00:00
JTO,0.8311252117326517,40779728,-11.1,2025-11-04T01:47:13+00:00
GNO,124.67430273173925,10252753,-5.4,2025-11-04T01:47:13+00:00
WAL,0.21394365202732882,32230514,-5.6,2025-11-04T01:47:13+00:00
BAT,0.21125363842419417,109822289,8.9,2025-11-04T01:47:13+00:00
COMP,32.705561322992146,36045901,-6.6,2025-11-04T01:47:13+00:00
SNX,0.9049795410544678,77764691,-10.4,2025-11-04T01:47:13+00:00
ZBCN,0.0032379735735700325,23777430,-8.0,2025-11-04T01:47:13+00:00
CCD,0.02563674553151919,2043502,-9.8,2025-11-04T01:47:13+00:00
APEPE,1.407932587667666e-06,16589240,-1.2,2025-11-04T01:47:13+00:00
FLUID,3.7962460251953654,8467036,-8.2,2025-11-04T01:47:13+00:00
CHZ,0.029098781227679817,32415325,-7.1,2025-11-04T01:47:13+00:00
RSR,0.004806504302927583,33194474,-9.0,2025-11-04T01:47:13+00:00
LION,0.009455790289406681,1092701,-8.9,2025-11-04T01:47:13+00:00
W,0.05829768469563657,47464064,-8.7,2025-11-04T01:47:13+00:00
RUNE,0.7887216051494922,77129293,-7.3,2025-11-04T01:47:13+00:00
TRAC,0.5542909075318887,7014776,-3.3,2025-11-04T01:47:13+00:00
KULA,0.41487692962355016,286757,-1.7,2025-11-04T01:47:13+00:00
TEL,0.0028793193188500024,3353877,-7.6,2025-11-04T01:47:13+00:00
CRVUSD,0.9946723411000855,40584542,-0.0,2025-11-04T01:47:13+00:00
ZORA,0.06092741820293852,65300592,-7.3,2025-11-04T01:47:13+00:00
EURC,1.1503840170070077,40244199,-0.1,2025-11-04T01:47:13+00:00
FF,0.11608067356519598,63227409,-0.1,2025-11-04T01:47:13+00:00
XEC,1.3555472124525611e-05,11318265,-7.5,2025-11-04T01:47:13+00:00
CHEEMS,1.3114872024631833e-06,1960669,-4.2,2025-11-04T01:47:13+00:00
WEMIX,0.581089772457366,3909177,-2.2,2025-11-04T01:47:13+00:00
AR,4.022449590446053,63790755,-1.7,2025-11-04T01:47:13+00:00
FTT,0.7986165140068344,11028713,-7.7,2025-11-04T01:47:13+00:00
FARTCOIN,0.2621598782162683,122997634,-19.1,2025-11-04T01:47:13+00:00
UDS,2.5204304768087975,1313711,1.1,2025-11-04T01:47:13+00:00
TOSHI,0.0005984878157834197,41832915,-10.4,2025-11-04T01:47:13+00:00
EGLD,8.633381606837226,20751001,-9.7,2025-11-04T01:47:13+00:00
0G,1.156917734768239,211520242,3.4,2025-11-04T01:47:13+00:00
XCN,0.006594766276234624,20725496,-15.5,2025-11-04T01:47:13+00:00
LPT,4.99697754617251,53360353,-6.4,2025-11-04T01:47:13+00:00
BRETT,0.02322906320438663,34471144,-12.5,2025-11-04T01:47:13+00:00
BEAM,0.004385757887764142,22699558,-8.5,2025-11-04T01:47:13+00:00
MOCA,0.055777463435556576,41024648,-6.5,2025-11-04T01:47:13+00:00
KAITO,0.9080907342614978,22074871,-7.5,2025-11-04T01:47:13+00:00
CTC,0.44011739390544824,22020004,-6.5,2025-11-04T01:47:13+00:00
DYDX,0.2719199786905731,19461497,-12.8,2025-11-04T01:47:13+00:00
1INCH,0.15478292547906738,23307400,-8.6,2025-11-04T01:47:13+00:00
RON,0.3002544884415206,5806442,-9.1,2025-11-04T01:47:13+00:00
LUNC,3.933495930254228e-05,16285557,-7.3,2025-11-04T01:47:13+00:00
CORE,0.21116591690863737,17370211,-6.8,2025-11-04T01:47:13+00:00
BERA,1.6294445822828367,54726090,-8.9,2025-11-04T01:47:13+00:00
AXS,1.269309458715674,40232584,-11.1,2025-11-04T01:47:13+00:00
REAL,0.07093754294091462,22824362,-3.0,2025-11-04T01:47:13+00:00
JELLYJELLY,0.20801158693059632,230355129,222.4,2025-11-04T01:47:13+00:00
SUPER,0.3242300450821703,13926930,-10.4,2025-11-04T01:47:13+00:00
COAI,1.017900289648581,190296579,-19.1,2025-11-04T01:47:13+00:00
SOSO,0.7261501090157699,12270199,-7.8,2025-11-04T01:47:13+00:00
AMP,0.0023579152177762206,6661627,-4.3,2025-11-04T01:47:13+00:00
PROM,10.862692597749158,4180940,0.4,2025-11-04T01:47:13+00:00
SOON,0.6953321611997836,49972155,-1.3,2025-11-04T01:47:13+00:00
REKT,4.6163320464244946e-07,1998650,-10.2,2025-11-04T01:47:13+00:00
LGCT,1.8297880106621236,4922750,0.0,2025-11-04T01:47:13+00:00
LINEA,0.012041660406522632,111474479,-13.6,2025-11-04T01:47:13+00:00
SVL,0.03841716043150008,1093744,-4.3,2025-11-04T01:47:13+00:00
MX,2.049246307058348,41919451,-4.2,2025-11-04T01:47:13+00:00
AIOZ,0.15431739063781086,12932498,-12.4,2025-11-04T01:47:13+00:00
